CUPS;Fecha;Hora;Consumo_KWh;Metodo_obtencion
ESXXXXXXXXXXXXXXXXXXXX;15/10/2023;5;0.427;R
ESXXXXXXXXXXXXXXXXXXXX;15/10/2023;6;0.149;R
ESXXXXXXXXXXXXXXXXXXXX;15/10/2023;7;0.337;R
ESXXXXXXXXXXXXXXXXXXXX;15/10/2023;8;0.181;R
ESXXXXXXXXXXXXXXXXXXXX;15/10/2023;9;0.416;R
ESXXXXXXXXXXXXXXXXXXXX;15/10/2023;10;0.145;R
ESXXXXXXXXXXXXXXXXXXXX;15/10/2023;11;0.114;R
ESXXXXXXXXXXXXXXXXXXXX;15/10/2023;12;0.475;R
ESXXXXXXXXXXXXXXXXXXXX;15/10/2023;13;0.364;R
ESXXXXXXXXXXXXXXXXXXXX;15/10/2023;14;0.264;R
ESXXXXXXXXXXXXXXXXXXXX;15/10/2023;15;0.389;R
ESXXXXXXXXXXXXXXXXXXXX;15/10/2023;16;0.054;R
ESXXXXXXXXXXXXXXXXXXXX;15/10/2023;17;0.423;R
ESXXXXXXXXXXXXXXXXXXXX;15/10/2023;18;0.45;R
ESXXXXXXXXXXXXXXXXXXXX;15/10/2023;19;0.448;R
ESXXXXXXXXXXXXXXXXXXXX;15/10/2023;20;0.178;R
ESXXXXXXXXXXXXXXXXXXXX;15/10/2023;21;0.077;R
ESXXXXXXXXXXXXXXXXXXXX;15/10/2023;22;0.026;R
ESXXXXXXXXXXXXXXXXXXXX;15/10/2023;23;0.458;R
ESXXXXXXXXXXXXXXXXXXXX;15/10/2023;24;0.04;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;1;0.452;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;2;0.319;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;3;0.234;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;4;0.214;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;5;0.341;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;6;0.137;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;7;0.355;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;8;0.035;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;9;0.139;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;10;0.13;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;11;0.425;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;12;0.18;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;13;0.257;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;14;0.4;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;15;0.093;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;16;0.089;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;17;0.222;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;18;0.236;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;19;0.266;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;20;0.203;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;21;0.262;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;22;0.138;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;23;0.166;R
ESXXXXXXXXXXXXXXXXXXXX;16/10/2023;24;0.097;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;1;0.404;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;2;0.062;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;3;0.107;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;4;0.233;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;5;0.207;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;6;0.403;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;7;0.182;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;8;0.22;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;9;0.148;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;10;0.304;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;11;0.037;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;12;0.424;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;13;0.134;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;14;0.19;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;15;0.483;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;16;0.312;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;17;0.305;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;18;0.052;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;19;0.241;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;20;0.21;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;21;0.461;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;22;0.199;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;23;0.368;R
ESXXXXXXXXXXXXXXXXXXXX;17/10/2023;24;0.222;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;1;0.418;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;2;0.087;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;3;0.416;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;4;0.165;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;5;0.423;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;6;0.05;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;7;0.126;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;8;0.4;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;9;0.068;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;10;0.485;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;11;0.396;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;12;0.296;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;13;0.134;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;14;0.315;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;15;0.067;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;16;0.35;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;17;0.356;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;18;0.418;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;19;0.05;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;20;0.168;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;21;0.46;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;22;0.474;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;23;0.091;R
ESXXXXXXXXXXXXXXXXXXXX;18/10/2023;24;0.099;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;1;0.285;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;2;0.459;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;3;0.3;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;4;0.273;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;5;0.438;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;6;0.347;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;7;0.354;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;8;0.065;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;9;0.442;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;10;0.299;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;11;0.086;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;12;0.148;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;13;0.114;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;14;0.247;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;15;0.417;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;16;0.162;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;17;0.331;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;18;0.221;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;19;0.191;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;20;0.107;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;21;0.355;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;22;0.024;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;23;0.245;R
ESXXXXXXXXXXXXXXXXXXXX;19/10/2023;24;0.333;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;1;0.303;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;2;0.372;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;3;0.394;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;4;0.367;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;5;0.259;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;6;0.147;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;7;0.02;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;8;0.305;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;9;0.103;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;10;0.205;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;11;0.188;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;12;0.181;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;13;0.109;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;14;0.094;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;15;0.477;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;16;0.381;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;17;0.336;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;18;0.499;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;19;0.44;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;20;0.114;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;21;0.465;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;22;0.456;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;23;0.339;R
ESXXXXXXXXXXXXXXXXXXXX;20/10/2023;24;0.113;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;1;0.363;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;2;0.226;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;3;0.296;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;4;0.113;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;5;0.385;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;6;0.213;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;7;0.257;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;8;0.026;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;9;0.272;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;10;0.357;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;11;0.39;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;12;0.112;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;13;0.332;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;14;0.42;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;15;0.452;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;16;0.428;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;17;0.185;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;18;0.188;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;19;0.183;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;20;0.404;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;21;0.434;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;22;0.075;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;23;0.337;R
ESXXXXXXXXXXXXXXXXXXXX;21/10/2023;24;0.327;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;1;0.188;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;2;0.305;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;3;0.393;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;4;0.071;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;5;0.259;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;6;0.1;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;7;0.302;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;8;0.171;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;9;0.354;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;10;0.091;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;11;0.492;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;12;0.408;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;13;0.047;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;14;0.307;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;15;0.03;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;16;0.136;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;17;0.388;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;18;0.258;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;19;0.472;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;20;0.331;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;21;0.264;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;22;0.105;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;23;0.078;R
ESXXXXXXXXXXXXXXXXXXXX;22/10/2023;24;0.205;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;1;0.325;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;2;0.138;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;3;0.373;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;4;0.234;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;5;0.274;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;6;0.061;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;7;0.285;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;8;0.116;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;9;0.086;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;10;0.371;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;11;0.329;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;12;0.276;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;13;0.35;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;14;0.492;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;15;0.197;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;16;0.495;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;17;0.125;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;18;0.394;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;19;0.305;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;20;0.212;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;21;0.155;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;22;0.375;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;23;0.065;R
ESXXXXXXXXXXXXXXXXXXXX;23/10/2023;24;0.375;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;1;0.28;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;2;0.313;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;3;0.163;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;4;0.312;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;5;0.32;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;6;0.139;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;7;0.27;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;8;0.488;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;9;0.082;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;10;0.102;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;11;0.191;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;12;0.248;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;13;0.149;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;14;0.301;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;15;0.306;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;16;0.411;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;17;0.159;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;18;0.057;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;19;0.137;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;20;0.242;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;21;0.156;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;22;0.366;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;23;0.404;R
ESXXXXXXXXXXXXXXXXXXXX;24/10/2023;24;0.283;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;1;0.051;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;2;0.291;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;3;0.417;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;4;0.147;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;5;0.164;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;6;0.222;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;7;0.34;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;8;0.339;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;9;0.452;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;10;0.072;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;11;0.364;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;12;0.113;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;13;0.481;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;14;0.303;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;15;0.045;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;16;0.413;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;17;0.269;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;18;0.44;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;19;0.284;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;20;0.303;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;21;0.184;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;22;0.473;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;23;0.146;R
ESXXXXXXXXXXXXXXXXXXXX;25/10/2023;24;0.404;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;1;0.315;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;2;0.193;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;3;0.471;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;4;0.44;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;5;0.295;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;6;0.137;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;7;0.042;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;8;0.245;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;9;0.189;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;10;0.144;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;11;0.289;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;12;0.338;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;13;0.363;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;14;0.416;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;15;0.356;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;16;0.411;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;17;0.064;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;18;0.249;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;19;0.445;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;20;0.183;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;21;0.476;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;22;0.267;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;23;0.429;R
ESXXXXXXXXXXXXXXXXXXXX;26/10/2023;24;0.117;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;1;0.139;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;2;0.259;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;3;0.102;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;4;0.05;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;5;0.327;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;6;0.277;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;7;0.233;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;8;0.175;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;9;0.366;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;10;0.41;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;11;0.188;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;12;0.332;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;13;0.439;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;14;0.109;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;15;0.277;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;16;0.143;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;17;0.27;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;18;0.252;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;19;0.33;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;20;0.314;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;21;0.235;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;22;0.029;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;23;0.194;R
ESXXXXXXXXXXXXXXXXXXXX;27/10/2023;24;0.153;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;1;0.284;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;2;0.439;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;3;0.356;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;4;0.417;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;5;0.386;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;6;0.378;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;7;0.024;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;8;0.072;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;9;0.402;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;10;0.414;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;11;0.495;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;12;0.071;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;13;0.174;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;14;0.06;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;15;0.204;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;16;0.125;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;17;0.337;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;18;0.462;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;19;0.495;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;20;0.316;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;21;0.405;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;22;0.182;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;23;0.313;R
ESXXXXXXXXXXXXXXXXXXXX;28/10/2023;24;0.12;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;1;0.286;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;2;0.344;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;3;0.336;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;4;0.291;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;5;0.254;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;6;0.302;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;7;0.457;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;8;0.262;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;9;0.125;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;10;0.233;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;11;0.333;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;12;0.221;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;13;0.134;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;14;0.366;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;15;0.496;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;16;0.159;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;17;0.264;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;18;0.16;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;19;0.296;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;20;0.181;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;21;0.482;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;22;0.437;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;23;0.248;R
ESXXXXXXXXXXXXXXXXXXXX;29/10/2023;24;0.369;R
ESXXXXXXXXXXXXXXXXXXXX;30/10/2023;1;0.149;R
ESXXXXXXXXXXXXXXXXXXXX;30/10/2023;2;0.13;R
ESXXXXXXXXXXXXXXXXXXXX;30/10/2023;3;0.46;R
ESXXXXXXXXXXXXXXXXXXXX;30/10/2023;4;0.047;R
ESXXXXXXXXXXXXXXXXXXXX;30/10/2023;5;0.147;R
ESXXXXXXXXXXXXXXXXXXXX;30/10/2023;6;0.385;R
ESXXXXXXXXXXXXXXXXXXXX;30/10/2023;7;0.252;R
ESXXXXXXXXXXXXXXXXXXXX;30/10/2023;8;0.478;R
ESXXXXXXXXXXXXXXXXXXXX;30/10/2023;9;0.109;R
ESXXXXXXXXXXXXXXXXXXXX;30/10/2023;10;0.252;R
ESXXXXXXXXXXXXXXXXXXXX;30/10/2023;11;0.21;R
